id,pull_item,rawtick,dim,raw_weight,corrected_weight,judgement,magchg,dimchg,trivial,nopub,snap_rule
352,chicken,grams (g),g,.565,565,1,1,0,0,0,log10 median
353,chicken,Kilograms (Kgs),g,1.765,1765,0,0,0,1,0,log10 median
354,chicken,grams (g),g,925,925,0,0,0,1,0,log10 median
355,chicken,Kilograms (Kgs),g,1.325,1325,0,0,0,1,0,log10 median
356,chicken,Kilograms (Kgs),g,1.145,1145,0,0,0,1,0,log10 median
357,chicken,Kilograms (Kgs),g,1.16,1160,0,0,0,1,0,log10 median
358,chicken,grams (g),g,.94499999,945,1,1,0,0,0,log10 median
359,chicken,Kilograms (Kgs),g,1.2,1200,0,0,0,1,0,log10 median
360,"crackers, cookies, buiscuits, chips/curls",grams (g),g,98,98,0,0,0,1,0,log10 median
361,"crackers, cookies, buiscuits, chips/curls",grams (g),g,33,33,0,0,0,1,0,block governs
362,"crackers, cookies, buiscuits, chips/curls",grams (g),g,100,100,0,0,0,1,0,log10 median
363,"crackers, cookies, buiscuits, chips/curls",grams (g),g,310,310,0,0,0,1,0,log10 median
364,"crackers, cookies, buiscuits, chips/curls",grams (g),g,25,25,0,0,0,1,0,block governs
365,"crackers, cookies, buiscuits, chips/curls",grams (g),g,125,125,0,0,0,1,0,log10 median
366,"crackers, cookies, buiscuits, chips/curls",grams (g),g,250,250,0,0,0,1,0,log10 median
367,"crackers, cookies, buiscuits, chips/curls",grams (g),g,32,32,0,0,0,1,0,block governs
368,"crackers, cookies, buiscuits, chips/curls",grams (g),g,85,85,0,0,0,1,0,log10 median
369,"crackers, cookies, buiscuits, chips/curls",grams (g),g,330,330,0,0,0,1,0,log10 median
370,"crackers, cookies, buiscuits, chips/curls",grams (g),g,30,30,0,0,0,1,0,block governs
371,"crackers, cookies, buiscuits, chips/curls",grams (g),g,78,78,0,0,0,1,0,log10 median
372,"crackers, cookies, buiscuits, chips/curls",grams (g),g,310,310,0,0,0,1,0,log10 median
373,"crackers, cookies, buiscuits, chips/curls",grams (g),g,22.799999,23,1,1,0,0,0,block governs
374,"crackers, cookies, buiscuits, chips/curls",grams (g),g,130,130,0,0,0,1,0,log10 median
375,"crackers, cookies, buiscuits, chips/curls",Litres (L),g,295.20001,295,1,1,1,0,0,log10 median
376,"crackers, cookies, buiscuits, chips/curls",grams (g),g,25,25,0,0,0,1,0,block governs
377,"crackers, cookies, buiscuits, chips/curls",grams (g),g,90,90,0,0,0,1,0,log10 median
378,"crackers, cookies, buiscuits, chips/curls",grams (g),g,300,300,0,0,0,1,0,log10 median
379,"crackers, cookies, buiscuits, chips/curls",grams (g),g,30,30,0,0,0,1,0,block governs
380,"crackers, cookies, buiscuits, chips/curls",Litres (L),g,85,85,1,1,1,0,0,log10 median
381,"crackers, cookies, buiscuits, chips/curls",grams (g),g,300,300,0,0,0,1,0,log10 median
382,"crackers, cookies, buiscuits, chips/curls",grams (g),g,28,28,0,0,0,1,0,block governs
383,"crackers, cookies, buiscuits, chips/curls",grams (g),g,90,90,0,0,0,1,0,log10 median
384,"crackers, cookies, buiscuits, chips/curls",grams (g),g,280,280,0,0,0,1,0,log10 median
385,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),g,70,70,0,0,0,1,0,block governs
386,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),g,60,60,0,0,0,1,0,block governs
387,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),g,60,60,0,0,0,1,0,block governs
388,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),g,135,135,0,0,0,1,0,log10 median
389,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),g,100,100,0,0,0,1,0,log10 median
390,"liquor (e.g, whisky, coconut wine)",grams (g),mL,375,375,1,0,1,0,0,log10 median
391,"liquor (e.g, whisky, coconut wine)",grams (g),mL,375,375,1,0,1,0,0,log10 median
392,"liquor (e.g, whisky, coconut wine)",grams (g),mL,375,375,1,0,1,0,0,log10 median
393,"liquor (e.g, whisky, coconut wine)",grams (g),mL,375,375,1,0,1,0,0,log10 median
394,"liquor (e.g, whisky, coconut wine)",grams (g),mL,250,250,1,0,1,0,0,log10 median
395,"liquor (e.g, whisky, coconut wine)",grams (g),mL,375,375,1,0,1,0,0,log10 median
396,"liquor (e.g, whisky, coconut wine)",grams (g),mL,375,375,1,0,1,0,0,log10 median
397,"liquor (e.g, whisky, coconut wine)",grams (g),mL,375,375,1,0,1,0,0,log10 median
398,"liquor (e.g, whisky, coconut wine)",grams (g),mL,375,375,1,0,1,0,0,log10 median
399,"liquor (e.g, whisky, coconut wine)",grams (g),mL,750,750,1,0,1,0,0,log10 median
400,"liquor (e.g, whisky, coconut wine)",grams (g),mL,750,750,1,0,1,0,0,log10 median
401,"liquor (e.g, whisky, coconut wine)",grams (g),mL,750,750,1,0,1,0,0,log10 median
402,"liquor (e.g, whisky, coconut wine)",grams (g),mL,750,750,1,0,1,0,0,log10 median
403,"liquor (e.g, whisky, coconut wine)",grams (g),mL,750,750,1,0,1,0,0,log10 median
404,"liquor (e.g, whisky, coconut wine)",grams (g),mL,750,750,1,0,1,0,0,log10 median
405,"liquor (e.g, whisky, coconut wine)",grams (g),mL,750,750,1,0,1,0,0,log10 median
406,"liquor (e.g, whisky, coconut wine)",grams (g),mL,750,750,1,0,1,0,0,log10 median
407,"liquor (e.g, whisky, coconut wine)",grams (g),mL,750,750,1,0,1,0,0,log10 median
408,loaf bread,grams (g),g,600,600,0,0,0,1,0,log10 median
409,loaf bread,grams (g),g,600,600,0,0,0,1,0,log10 median
410,loaf bread,grams (g),g,450,450,0,0,0,1,0,log10 median
411,loaf bread,grams (g),g,.55500001,555,1,1,0,0,0,log10 median
412,loaf bread,grams (g),g,400,400,0,0,0,1,0,log10 median
413,loaf bread,grams (g),g,.43000001,430,1,1,0,0,0,log10 median
414,loaf bread,grams (g),g,560,560,0,0,0,1,0,log10 median
415,loaf bread,grams (g),g,450,450,0,0,0,1,0,log10 median
416,loaf bread,grams (g),g,300,300,0,0,0,1,0,log10 median
417,loaf bread,grams (g),g,.215,215,1,1,0,0,0,log10 median
418,loaf bread,grams (g),g,400,400,0,0,0,1,0,log10 median
419,loaf bread,grams (g),g,400,400,0,0,0,1,0,log10 median
420,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,250,250,0,0,0,1,0,block governs
421,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,250,250,0,0,0,1,0,block governs
422,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,.050000001,50,1,1,0,0,0,log10 median
423,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,200,200,0,0,0,1,0,log10 median
424,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,200,200,0,0,0,1,0,log10 median
425,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,225,225,0,0,0,1,0,log10 median
426,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,225,225,0,0,0,1,0,log10 median
427,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,360,360,0,0,0,1,0,log10 median
428,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,370,370,0,0,0,1,0,log10 median
429,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,220,220,0,0,0,1,0,log10 median
430,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,400,400,0,0,0,1,0,log10 median
431,cabbage,grams (g),g,390,390,0,0,0,1,0,log10 median
432,cabbage,grams (g),g,485,485,0,0,0,1,0,log10 median
433,cabbage,grams (g),g,235,235,0,0,0,1,0,log10 median
434,cabbage,grams (g),g,865,865,0,0,0,1,0,log10 median
435,cabbage,grams (g),g,1580,1580,0,0,0,1,0,log10 median
436,cabbage,grams (g),g,330,330,0,0,0,1,0,log10 median
437,cabbage,grams (g),g,595,595,0,0,0,1,0,log10 median
438,cabbage,grams (g),g,700,700,0,0,0,1,0,log10 median
439,cabbage,grams (g),g,645,645,0,0,0,1,0,log10 median
440,cabbage,grams (g),g,680,680,0,0,0,1,0,log10 median
441,cabbage,grams (g),g,780,780,0,0,0,1,0,log10 median
442,cabbage,grams (g),g,395,395,0,0,0,1,0,log10 median
443,cabbage,grams (g),g,610,610,0,0,0,1,0,log10 median
444,cabbage,grams (g),g,785,785,0,0,0,1,0,log10 median
445,camote tops,grams (g),g,180,180,0,0,0,1,0,log10 median
446,camote tops,grams (g),g,150,150,0,0,0,1,0,log10 median
447,camote tops,grams (g),g,175,175,0,0,0,1,0,log10 median
448,camote tops,grams (g),g,150,150,0,0,0,1,0,log10 median
449,camote,grams (g),g,90,90,0,0,0,1,0,log10 median
450,camote,grams (g),g,210,210,0,0,0,1,0,log10 median
451,camote,grams (g),g,345,345,0,0,0,1,0,log10 median
452,camote,grams (g),g,80,80,0,0,0,1,0,log10 median
453,camote,grams (g),g,85,85,0,0,0,1,0,log10 median
454,camote,grams (g),g,195,195,0,0,0,1,0,log10 median
455,camote,grams (g),g,65,65,0,0,0,1,0,log10 median
456,camote,grams (g),g,150,150,0,0,0,1,0,log10 median
457,camote,grams (g),g,255,255,0,0,0,1,0,log10 median
458,carrot,grams (g),g,115,115,0,0,0,1,0,log10 median
459,carrot,grams (g),g,145,145,0,0,0,1,0,log10 median
460,carrot,grams (g),g,195,195,0,0,0,1,0,log10 median
461,carrot,grams (g),g,45,45,0,0,0,1,0,log10 median
462,carrot,grams (g),g,70,70,0,0,0,1,0,log10 median
463,carrot,grams (g),g,85,85,0,0,0,1,0,log10 median
464,carrot,grams (g),g,135,135,0,0,0,1,0,log10 median
465,carrot,grams (g),g,190,190,0,0,0,1,0,log10 median
466,carrot,grams (g),g,205,205,0,0,0,1,0,log10 median
467,carrot,grams (g),g,75,75,0,0,0,1,0,log10 median
468,carrot,grams (g),g,250,250,0,0,0,1,0,log10 median
469,carrot,grams (g),g,335,335,0,0,0,1,0,log10 median
470,carrot,grams (g),g,125,125,0,0,0,1,0,log10 median
471,carrot,grams (g),g,145,145,0,0,0,1,0,log10 median
472,carrot,grams (g),g,160,160,0,0,0,1,0,log10 median
473,chicken,grams (g),g,550,550,0,0,0,1,0,log10 median
474,chicken,grams (g),g,70,70,0,0,0,1,0,log10 median
475,chicken,grams (g),g,335,335,0,0,0,1,0,log10 median
476,chicken,grams (g),g,680,680,0,0,0,1,0,log10 median
477,chicken,grams (g),g,90,90,0,0,0,1,0,log10 median
478,chicken,grams (g),g,650,650,0,0,0,1,0,log10 median
479,chicken,grams (g),g,255,255,0,0,0,1,0,log10 median
480,chicken,grams (g),g,1485,1485,0,0,0,1,0,log10 median
481,chicken,grams (g),g,1440,1440,0,0,0,1,0,log10 median
482,chicken,grams (g),g,1530,1530,0,0,0,1,0,log10 median
483,chicken,grams (g),g,1320,1320,0,0,0,1,0,log10 median
484,chicken,grams (g),g,1550,1550,0,0,0,1,0,log10 median
485,chicken,grams (g),g,1120,1120,0,0,0,1,0,log10 median
486,chicken,grams (g),g,1445,1445,0,0,0,1,0,log10 median
487,"crackers, cookies, buiscuits, chips/curls",grams (g),g,25,25,0,0,0,1,0,log10 median
488,"crackers, cookies, buiscuits, chips/curls",grams (g),g,60,60,0,0,0,1,0,log10 median
489,"crackers, cookies, buiscuits, chips/curls",grams (g),g,40,40,0,0,0,1,0,log10 median
490,"crackers, cookies, buiscuits, chips/curls",grams (g),g,26,26,0,0,0,1,0,log10 median
491,"crackers, cookies, buiscuits, chips/curls",grams (g),g,36,36,0,0,0,1,0,log10 median
492,"crackers, cookies, buiscuits, chips/curls",grams (g),g,28,28,0,0,0,1,0,log10 median
493,"crackers, cookies, buiscuits, chips/curls",grams (g),g,40,40,0,0,0,1,0,log10 median
494,"crackers, cookies, buiscuits, chips/curls",grams (g),g,78,78,0,0,0,1,0,log10 median
495,"crackers, cookies, buiscuits, chips/curls",grams (g),g,25,25,0,0,0,1,0,log10 median
496,"crackers, cookies, buiscuits, chips/curls",grams (g),g,70,70,0,0,0,1,0,log10 median
497,"crackers, cookies, buiscuits, chips/curls",grams (g),g,85,85,0,0,0,1,0,log10 median
498,"crackers, cookies, buiscuits, chips/curls",grams (g),g,24,24,0,0,0,1,0,log10 median
499,"crackers, cookies, buiscuits, chips/curls",grams (g),g,60,60,0,0,0,1,0,log10 median
500,"crackers, cookies, buiscuits, chips/curls",grams (g),g,90,90,0,0,0,1,0,log10 median
501,"crackers, cookies, buiscuits, chips/curls",grams (g),g,300,300,0,0,0,1,0,log10 median
502,"crackers, cookies, buiscuits, chips/curls",grams (g),g,300,300,0,0,0,1,0,log10 median
504,fresh fish,grams (g),g,940,940,0,0,0,1,0,log10 median
505,fresh fish,grams (g),g,230,230,0,0,0,1,0,log10 median
506,fresh fish,grams (g),g,245,245,0,0,0,1,0,log10 median
507,fresh fish,grams (g),g,330,330,0,0,0,1,0,log10 median
508,fresh fish,grams (g),g,110,110,0,0,0,1,0,log10 median
509,fresh fish,grams (g),g,320,320,0,0,0,1,0,log10 median
510,fresh fish,grams (g),g,1025,1025,0,0,0,1,0,log10 median
511,fresh fish,grams (g),g,580,580,0,0,0,1,0,log10 median
512,fresh fish,grams (g),g,1200,1200,0,0,0,1,0,block governs
513,fresh fish,grams (g),g,425,425,0,0,0,1,0,log10 median
514,fresh fish,grams (g),g,525,525,0,0,0,1,0,log10 median
515,fresh fish,grams (g),g,75,75,0,0,0,1,0,log10 median
516,fresh fish,grams (g),g,115,115,0,0,0,1,0,log10 median
517,fresh fish,grams (g),g,240,240,0,0,0,1,0,log10 median
518,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.11,110,0,0,0,1,0,log10 median
519,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.11,110,0,0,0,1,0,log10 median
520,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.1,100,0,0,0,1,0,log10 median
521,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.1,100,0,0,0,1,0,log10 median
522,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.1,100,0,0,0,1,0,log10 median
523,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.34999999,350,0,0,0,1,0,block governs
524,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.60000002,600,0,0,0,1,0,block governs
525,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.60000002,600,0,0,0,1,0,block governs
526,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
527,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
528,"liquor (e.g, whisky, coconut wine)",grams (g),mL,.375,375,1,1,1,0,0,log10 median
529,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
530,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
531,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
532,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.75,750,0,0,0,1,0,log10 median
533,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.75,750,0,0,0,1,0,log10 median
534,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.75,750,0,0,0,1,0,log10 median
535,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.34999999,350,0,0,0,1,0,log10 median
536,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.75,750,0,0,0,1,0,log10 median
537,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,1,1000,0,0,0,1,0,log10 median
538,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.75,750,0,0,0,1,0,log10 median
539,loaf bread,grams (g),g,450,450,0,0,0,1,0,log10 median
540,loaf bread,grams (g),g,600,600,0,0,0,1,0,log10 median
541,loaf bread,grams (g),g,550,550,0,0,0,1,0,log10 median
542,loaf bread,grams (g),g,620,620,0,0,0,1,0,log10 median
543,loaf bread,grams (g),g,700,700,0,0,0,1,0,log10 median
544,loaf bread,grams (g),g,385,385,0,0,0,1,0,log10 median
545,loaf bread,grams (g),g,360,360,0,0,0,1,0,log10 median
546,mango,grams (g),g,185,185,0,0,0,1,0,log10 median
547,mango,grams (g),g,250,250,0,0,0,1,0,log10 median
548,mango,grams (g),g,345,345,0,0,0,1,0,log10 median
549,mango,grams (g),g,225,225,0,0,0,1,0,log10 median
550,mango,grams (g),g,270,270,0,0,0,1,0,log10 median
551,mango,grams (g),g,290,290,0,0,0,1,0,log10 median
552,mango,grams (g),g,120,120,0,0,0,1,0,log10 median
553,mango,grams (g),g,155,155,0,0,0,1,0,log10 median
554,mango,grams (g),g,170,170,0,0,0,1,0,log10 median
555,mango,grams (g),g,230,230,0,0,0,1,0,log10 median
556,mango,grams (g),g,280,280,0,0,0,1,0,log10 median
557,mango,grams (g),g,335,335,0,0,0,1,0,log10 median
558,mango,grams (g),g,105,105,0,0,0,1,0,log10 median
559,mango,grams (g),g,155,155,0,0,0,1,0,log10 median
560,mango,grams (g),g,185,185,0,0,0,1,0,log10 median
561,"prawns, lobster, shrimp",grams (g),g,455,455,0,0,0,1,0,log10 median
562,"prawns, lobster, shrimp",grams (g),g,325,325,0,0,0,1,0,log10 median
563,"prawns, lobster, shrimp",grams (g),g,1040,1040,0,0,0,1,0,block governs
564,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,70,70,0,0,0,1,0,log10 median
565,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,45,45,0,0,0,1,0,log10 median
566,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,250,250,0,0,0,1,0,log10 median
567,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,500,500,0,0,0,1,0,log10 median
568,"preserved or processed meat (tocino, tapa, longaniza, etc)",Kilograms (Kgs),g,1,1000,0,0,0,1,0,log10 median
569,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,275,275,0,0,0,1,0,log10 median
570,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,500,500,0,0,0,1,0,log10 median
571,"preserved or processed meat (tocino, tapa, longaniza, etc)",Kilograms (Kgs),g,1,1000,0,0,0,1,0,log10 median
572,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,230,230,0,0,0,1,0,log10 median
573,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,500,500,0,0,0,1,0,log10 median
574,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,230,230,0,0,0,1,0,log10 median
575,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,500,500,0,0,0,1,0,log10 median
576,"preserved or processed meat (tocino, tapa, longaniza, etc)",Kilograms (Kgs),g,1.15,1150,0,0,0,1,0,log10 median
577,cabbage,grams (g),g,.81,810,1,1,0,0,0,log10 median
578,cabbage,grams (g),g,525,525,0,0,0,1,0,log10 median
579,cabbage,grams (g),g,695,695,0,0,0,1,0,log10 median
580,cabbage,Kilograms (Kgs),g,1.25,1250,0,0,0,1,0,log10 median
581,cabbage,grams (g),g,310,310,0,0,0,1,0,log10 median
582,cabbage,grams (g),g,755,755,0,0,0,1,0,log10 median
583,cabbage,Kilograms (Kgs),g,1.035,1035,0,0,0,1,0,log10 median
584,cabbage,grams (g),g,.36500001,365,1,1,0,0,0,log10 median
585,cabbage,grams (g),g,.89499998,895,1,1,0,0,0,log10 median
586,cabbage,grams (g),g,.31999999,320,1,1,0,0,0,log10 median
587,cabbage,grams (g),g,.65499997,655,1,1,0,0,0,log10 median
588,cabbage,grams (g),g,1.08,1080,1,1,0,0,0,log10 median
589,cabbage,grams (g),g,.35499999,355,1,1,0,0,0,log10 median
590,cabbage,grams (g),g,.91500002,915,1,1,0,0,0,log10 median
591,cabbage,grams (g),g,475,475,0,0,0,1,0,log10 median
592,cabbage,grams (g),g,695,695,0,0,0,1,0,log10 median
593,cabbage,Kilograms (Kgs),g,1.205,1205,0,0,0,1,0,log10 median
594,cabbage,grams (g),g,.405,405,1,1,0,0,0,log10 median
595,cabbage,grams (g),g,.67000002,670,1,1,0,0,0,log10 median
596,cabbage,grams (g),g,.99000001,990,1,1,0,0,0,log10 median
597,cabbage,grams (g),g,.79000002,790,1,1,0,0,0,log10 median
598,cabbage,grams (g),g,1.41,1410,1,1,0,0,0,log10 median
599,camote tops,grams (g),g,.22499999,225,1,1,0,0,0,log10 median
600,camote tops,grams (g),g,.11,110,1,1,0,0,0,log10 median
601,camote tops,grams (g),g,.17,170,1,1,0,0,0,log10 median
602,camote tops,grams (g),g,.63499999,635,1,1,0,0,0,log10 median
603,camote tops,grams (g),g,.66500002,665,1,1,0,0,0,log10 median
604,camote tops,grams (g),g,.94499999,945,1,1,0,0,0,log10 median
605,carrot,grams (g),g,.1,100,1,1,0,0,0,log10 median
606,carrot,grams (g),g,.12,120,1,1,0,0,0,log10 median
607,carrot,grams (g),g,.16500001,165,1,1,0,0,0,log10 median
608,carrot,grams (g),g,.22499999,225,1,1,0,0,0,log10 median
609,carrot,grams (g),g,.105,105,1,1,0,0,0,log10 median
610,carrot,grams (g),g,.075000003,75,1,1,0,0,0,log10 median
611,carrot,grams (g),g,.13500001,135,1,1,0,0,0,log10 median
612,carrot,grams (g),g,.105,105,1,1,0,0,0,log10 median
613,carrot,grams (g),g,.064999998,65,1,1,0,0,0,log10 median
614,carrot,grams (g),g,.125,125,1,1,0,0,0,log10 median
615,carrot,grams (g),g,.07,70,1,1,0,0,0,log10 median
616,chicken,grams (g),g,.36000001,360,1,1,0,0,0,log10 median
617,chicken,grams (g),g,.72000003,720,1,1,0,0,0,log10 median
618,chicken,grams (g),g,.52999997,530,1,1,0,0,0,log10 median
619,chicken,Kilograms (Kgs),g,1.3200001,1320,0,0,0,1,0,log10 median
620,chicken,Kilograms (Kgs),g,1.95,1950,0,0,0,1,0,log10 median
621,chicken,Kilograms (Kgs),g,1.09,1090,0,0,0,1,0,log10 median
622,chicken,Kilograms (Kgs),g,1.77,1770,0,0,0,1,0,log10 median
623,chicken,grams (g),g,1.4299999,1430,1,1,0,0,0,log10 median
624,chicken,Kilograms (Kgs),g,1.175,1175,0,0,0,1,0,log10 median
625,"crackers, cookies, buiscuits, chips/curls",grams (g),g,30,30,0,0,0,1,0,log10 median
626,"crackers, cookies, buiscuits, chips/curls",grams (g),g,25,25,0,0,0,1,0,log10 median
627,"crackers, cookies, buiscuits, chips/curls",grams (g),g,32,32,0,0,0,1,0,log10 median
628,"crackers, cookies, buiscuits, chips/curls",grams (g),g,30,30,0,0,0,1,0,log10 median
629,"crackers, cookies, buiscuits, chips/curls",grams (g),g,33,33,0,0,0,1,0,log10 median
630,"crackers, cookies, buiscuits, chips/curls",grams (g),g,30,30,0,0,0,1,0,log10 median
631,"crackers, cookies, buiscuits, chips/curls",grams (g),g,28,28,0,0,0,1,0,log10 median
632,"crackers, cookies, buiscuits, chips/curls",grams (g),g,33,33,0,0,0,1,0,log10 median
633,"crackers, cookies, buiscuits, chips/curls",grams (g),g,35,35,0,0,0,1,0,log10 median
634,"crackers, cookies, buiscuits, chips/curls",grams (g),g,270,270,0,0,0,1,0,log10 median
635,"crackers, cookies, buiscuits, chips/curls",grams (g),g,300,300,0,0,0,1,0,log10 median
636,"crackers, cookies, buiscuits, chips/curls",grams (g),g,320,320,0,0,0,1,0,log10 median
637,"crackers, cookies, buiscuits, chips/curls",grams (g),g,300,300,0,0,0,1,0,log10 median
