id,check,tier,priority,reason,has_photo,filename,photo_path,obs_type,pull_province,pull_municipal_city,market_name,store_stall_name,vendor_id,pull_item,pull_nsu_unit,rawtick,raw_weight,dim,corrected_weight,snap_rule,flat_group,nobs,nven,is_rep,queue_flag,queue_tier
1192,1,must,1,4B dual-ticked case,1,1778034032225.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778034032225.jpg,medium_size,AKLAN,MALINAO,"Malinao,Public Market",Lynds Store,KQTD2YS4,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,,,,,,
1193,1,must,1,4B dual-ticked case,1,1778119983212.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778119983212.jpg,small_size,AKLAN,MALINAO,"Malinao, Poblacion",Alexandria Store,SRBU2IR6,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,,,,,,
1194,1,must,1,4B dual-ticked case,1,1778119995357.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778119995357.jpg,medium_size,AKLAN,MALINAO,"Malinao, Poblacion",Alexandria Store,SRBU2IR6,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,,,,,,
1195,1,must,1,4B dual-ticked case,1,1778120008596.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778120008596.jpg,large_size,AKLAN,MALINAO,"Malinao, Poblacion",Alexandria Store,SRBU2IR6,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,,,,,,
1196,1,must,1,"4A flat group: 3+ vendors, one value",1,1778119861850.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778119861850.jpg,medium_size,AKLAN,MALINAO,"Malinao, Poblacion",Alexandria Store,FQVAABNZ,Loaf Bread,Kasarangan nga putos,,,,,,263,6,6,1,,
1286,1,must,1,"4A flat group: 3+ vendors, one value",1,1777339529126.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777339529126.jpg,medium_size,AKLAN,NABAS,"Toledo Street,  Aklan",Brillantes Store,3Y3ZD1B8,"Liquor (e.g, whisky, coconut wine)",Lapad,,,,,,277,3,3,1,,
1290,1,must,1,"4A flat group: 3+ vendors, one value",1,1777345610839.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777345610839.jpg,large_size,AKLAN,NABAS,"Nabas, Poblacion, Aklan",7-Eleven,4ZSP5QB2,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,278,4,4,1,,
1404,1,must,1,"4A flat group: 3+ vendors, one value",1,1778208088887.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778208088887.jpg,medium_size,AKLAN,NEW WASHINGTON,New Washington Magsaysay road,Liam Store,0KRAFA84,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,296,3,3,1,,
1513,1,must,1,4B dual-ticked case,1,1777512748384.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777512748384.jpg,medium_size,AKLAN,TANGALAN,Brgy.panayakan tangalan talipapa,Roselyn sari sari store,4HEBLAZJ,"Liquor (e.g, whisky, coconut wine)",Lapad,,,,,,,,,,,
1513,1,must,1,"4A flat group: 3+ vendors, one value",1,1777512748384.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777512748384.jpg,medium_size,AKLAN,TANGALAN,Brgy.panayakan tangalan talipapa,Roselyn sari sari store,4HEBLAZJ,"Liquor (e.g, whisky, coconut wine)",Lapad,,,,,,321,9,9,1,,
1514,1,must,1,4B dual-ticked case,1,1777429289375.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777429289375.jpg,medium_size,AKLAN,TANGALAN,Tangalan public market,Mujer general merchandise,4U8DNZOB,"Liquor (e.g, whisky, coconut wine)",Lapad,,,,,,,,,,,
1515,1,must,1,4B dual-ticked case,1,1777427540136.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777427540136.jpg,medium_size,AKLAN,TANGALAN,Tangalan public market,Reaven beverage company,DZZZEHI2,"Liquor (e.g, whisky, coconut wine)",Lapad,,,,,,,,,,,
1516,1,must,1,4B dual-ticked case,1,1777513435151.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777513435151.jpg,medium_size,AKLAN,TANGALAN,Brgy.panayakan talipapa,Liam store,EKFFRRGQ,"Liquor (e.g, whisky, coconut wine)",Lapad,,,,,,,,,,,
1517,1,must,1,4B dual-ticked case,1,1777451333158.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777451333158.jpg,medium_size,AKLAN,TANGALAN,Tangalan roadside,Crisolpia snacks house,JD2JYLWO,"Liquor (e.g, whisky, coconut wine)",Lapad,,,,,,,,,,,
1518,1,must,1,4B dual-ticked case,1,1777430030659.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777430030659.jpg,medium_size,AKLAN,TANGALAN,Tangalan roadside,Miles store,M9U9LF4B,"Liquor (e.g, whisky, coconut wine)",Lapad,,,,,,,,,,,
1519,1,must,1,4B dual-ticked case,1,1777514106654.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777514106654.jpg,medium_size,AKLAN,TANGALAN,Brgy.panayakan tangalan talipapa,3rs and 1,MSJ5B6OI,"Liquor (e.g, whisky, coconut wine)",Lapad,,,,,,,,,,,
1520,1,must,1,4B dual-ticked case,1,1777428153089.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777428153089.jpg,medium_size,AKLAN,TANGALAN,Tangalan public market,Tijada store,USUMF7BP,"Liquor (e.g, whisky, coconut wine)",Lapad,,,,,,,,,,,
1521,1,must,1,4B dual-ticked case,1,1777430805064.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777430805064.jpg,medium_size,AKLAN,TANGALAN,Tangalan roadside,A and a store,WKLPIR9Y,"Liquor (e.g, whisky, coconut wine)",Lapad,,,,,,,,,,,
1522,1,must,1,4B dual-ticked case,1,1777451372050.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777451372050.jpg,large_size,AKLAN,TANGALAN,Tangalan roadside,Crisolpia snacks house,0MEDNHXI,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,,,,,,
1523,1,must,1,4B dual-ticked case,1,1777430069442.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777430069442.jpg,small_size,AKLAN,TANGALAN,Tangalan roadside,Miles store,7EUCK9MD,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,,,,,,
1524,1,must,1,4B dual-ticked case,1,1777430084329.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777430084329.jpg,large_size,AKLAN,TANGALAN,Tangalan roadside,Miles store,7EUCK9MD,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,,,,,,
1525,1,must,1,4B dual-ticked case,1,1777514907020.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777514907020.jpg,large_size,AKLAN,TANGALAN,Brgy.panayakan talipapa,Mae store,9BIK0H7J,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,,,,,,
1526,1,must,1,4B dual-ticked case,1,1777427205764.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777427205764.jpg,large_size,AKLAN,TANGALAN,Tangalan public market,Ruby baylon store,C68G3O04,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,,,,,,
1527,1,must,1,4B dual-ticked case,1,1777428189899.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777428189899.jpg,large_size,AKLAN,TANGALAN,Tangalan public market,Tijada store,H45L5Z6Q,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,,,,,,
1528,1,must,1,4B dual-ticked case,1,1777513502403.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777513502403.jpg,large_size,AKLAN,TANGALAN,Brgy.panayakan tangalan talipapa,Liam store,HZFC7VB1,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,,,,,,
1529,1,must,1,4B dual-ticked case,1,1777430844667.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777430844667.jpg,medium_size,AKLAN,TANGALAN,Tangalan roadside,A and a store,K0E622M5,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,,,,,,
1530,1,must,1,4B dual-ticked case,1,1777430856189.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777430856189.jpg,large_size,AKLAN,TANGALAN,Tangalan roadside,A and a store,K0E622M5,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,,,,,,
1531,1,must,1,4B dual-ticked case,1,1777514184039.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777514184039.jpg,large_size,AKLAN,TANGALAN,Brgy.panayakan tangalan talipapa,3rs and 1,NXOGA9D9,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,,,,,,
1532,1,must,1,4B dual-ticked case,1,1777427570284.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777427570284.jpg,large_size,AKLAN,TANGALAN,Tangalan public market,Reaven beverage company,SGXF2VWJ,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,,,,,,
1634,1,must,1,4B dual-ticked case,1,1776999946397.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776999946397.jpg,province_median,ANTIQUE,BARBAZA,Brgy.palma barbaza roadside,J2 dry goods,3WY5HU11,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Bilog,,,,,,,,,,,
1635,1,must,1,4B dual-ticked case,1,1777006799769.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777006799769.jpg,province_median,ANTIQUE,BARBAZA,Brgy.palma barbaza roadside,Ports poultry grocery,JWZCA9GN,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Bilog,,,,,,,,,,,
1636,1,must,1,4B dual-ticked case,1,1777080111886.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777080111886.jpg,province_median,ANTIQUE,BARBAZA,Brgy.cubay barbaza talipapa,Rl store,PAEHU9TI,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Bilog,,,,,,,,,,,
1637,1,must,1,4B dual-ticked case,1,1779068949278.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1779068949278.jpg,province_median,ANTIQUE,BARBAZA,Brgy.cubay barbaza talipapa,Maggys happiness sari sari store,RJ16EYIN,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Bilog,,,,,,,,,,,
1638,1,must,1,4B dual-ticked case,1,1777000749284.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777000749284.jpg,province_median,ANTIQUE,BARBAZA,Brgy.palma barbaza roadside,"Al,en store",U1YC7L18,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Bilog,,,,,,,,,,,
1644,1,must,1,"4A flat group: 3+ vendors, one value",1,1776999326900.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776999326900.jpg,medium_size,ANTIQUE,BARBAZA,Brgy.palma barbaza public market,Kisses general merchandising,I8F4TTGX,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,348,4,4,1,,
1764,1,must,1,4B dual-ticked case,1,1776738075171.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776738075171.jpg,medium_size,ANTIQUE,BELISON,Brgy.concepcion belison roadside,7eleven,7AOHVOPJ,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Putos,,,,,,,,,,,
1765,1,must,1,4B dual-ticked case,1,1779239080323.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1779239080323.jpg,small_size,ANTIQUE,BELISON,Brgy. Concepcion belison,Emz sari sari store,GFAR7P7C,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Putos,,,,,,,,,,,
1766,1,must,1,4B dual-ticked case,1,1776650704998.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776650704998.jpg,small_size,ANTIQUE,BELISON,Belison public market,Haus Corner Variety Store,S86XLQGO,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Putos,,,,,,,,,,,
1767,1,must,1,4B dual-ticked case,1,1776652094251.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776652094251.jpg,small_size,ANTIQUE,BELISON,Belison public market,Espan̈ola Mini mart,VV9EDS5H,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Putos,,,,,,,,,,,
1786,1,must,1,4B dual-ticked case,1,1776740619749.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776740619749.jpg,large_size,ANTIQUE,BELISON,Brgy.concepcion belison roadside,Ching variety store,9S3EKHW7,Loaf Bread,Large,,,,,,,,,,,
1787,1,must,1,4B dual-ticked case,1,1776737620980.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776737620980.jpg,large_size,ANTIQUE,BELISON,Belison roadside,7eleven,MD0OO9RB,Loaf Bread,Large,,,,,,,,,,,
1787,1,must,1,4B solid ticked as Litres,1,1776737620980.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776737620980.jpg,large_size,ANTIQUE,BELISON,Belison roadside,7eleven,MD0OO9RB,Loaf Bread,Large,,,,,,,,,,,
1788,1,must,1,4B dual-ticked case,1,1776651644500.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776651644500.jpg,large_size,ANTIQUE,BELISON,Belison Public market,Espan̈ola Mini mart,MIFAOXYA,Loaf Bread,Large,,,,,,,,,,,
1789,1,must,1,4B dual-ticked case,1,1776651388342.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776651388342.jpg,large_size,ANTIQUE,BELISON,Belison Public Market,Febten store,WERZ0DTC,Loaf Bread,Large,,,,,,,,,,,
1914,1,must,1,4B dual-ticked case,1,1777078148145.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777078148145.jpg,small_size,ANTIQUE,BUGASONG,"I laurente, Bugasong",7- Eleven,N5KAICOW,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Putos,,,,,,,,,,,
1915,1,must,1,4B dual-ticked case,1,1777075991715.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777075991715.jpg,small_size,ANTIQUE,BUGASONG,"I laurente, Bugasong",Bread and butter,NWIC4GSM,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Putos,,,,,,,,,,,
1916,1,must,1,4B dual-ticked case,1,1776995744589.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776995744589.jpg,small_size,ANTIQUE,BUGASONG,Bugasong Public market,SA Variety Store,U87O4E5Q,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Putos,,,,,,,,,,,
1920,1,must,1,"4A flat group: 3+ vendors, one value",1,1776994583077.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776994583077.jpg,medium_size,ANTIQUE,BUGASONG,Bugasong Public Market,Bhing Store,0U5F4VV5,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,414,6,6,1,,
1926,1,must,1,"4A flat group: 3+ vendors, one value",1,1777077522003.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777077522003.jpg,medium_size,ANTIQUE,BUGASONG,"I laurente, Bugasong",Niña Store,64BFADEP,"Liquor (e.g, whisky, coconut wine)",Long-neck,,,,,,416,6,6,1,,
2043,1,must,1,4B dual-ticked case,1,1776912071349.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776912071349.jpg,small_size,ANTIQUE,CULASI,Brgy.fe culasi,Dj store,2RI4M7T3,"Crackers, Cookies, Buiscuits, Chips/Curls",Bilog,,,,,,,,,,,
2044,1,must,1,4B dual-ticked case,1,1776919817462.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776919817462.jpg,small_size,ANTIQUE,CULASI,culasi roadside,Malacad vegetable,34UAP67A,"Crackers, Cookies, Buiscuits, Chips/Curls",Bilog,,,,,,,,,,,
2045,1,must,1,4B dual-ticked case,1,1776835687537.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776835687537.jpg,small_size,ANTIQUE,CULASI,Public market,Jethrich variety store,BZUKH6H0,"Crackers, Cookies, Buiscuits, Chips/Curls",Bilog,,,,,,,,,,,
2046,1,must,1,4B dual-ticked case,1,1776834154952.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776834154952.jpg,small_size,ANTIQUE,CULASI,Public market,Salazar sari sari store,H2SDFVRS,"Crackers, Cookies, Buiscuits, Chips/Curls",Bilog,,,,,,,,,,,
2047,1,must,1,4B dual-ticked case,1,1776834942187.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776834942187.jpg,small_size,ANTIQUE,CULASI,Public market,Nonoy and angel sari sari store,R44Q5E0O,"Crackers, Cookies, Buiscuits, Chips/Curls",Bilog,,,,,,,,,,,
2048,1,must,1,4B dual-ticked case,1,1776833924749.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776833924749.jpg,small_size,ANTIQUE,CULASI,Culasi public market,Salazar sari sari store,SL93L3AL,"Crackers, Cookies, Buiscuits, Chips/Curls",Bilog,,,,,,,,,,,
2048,1,must,1,4B solid ticked as Litres,1,1776833924749.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776833924749.jpg,small_size,ANTIQUE,CULASI,Culasi public market,Salazar sari sari store,SL93L3AL,"Crackers, Cookies, Buiscuits, Chips/Curls",Bilog,,,,,,,,,,,
2049,1,must,1,4B dual-ticked case,1,1776919240574.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776919240574.jpg,small_size,ANTIQUE,CULASI,culasi roadside,Arzi sari sari store,T3ZDKZZZ,"Crackers, Cookies, Buiscuits, Chips/Curls",Bilog,,,,,,,,,,,
2050,1,must,1,4B dual-ticked case,1,1776910664430.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776910664430.jpg,small_size,ANTIQUE,CULASI,Brgy.fe culasi,Aya and adie,YLB1ILIH,"Crackers, Cookies, Buiscuits, Chips/Curls",Bilog,,,,,,,,,,,
2051,1,must,1,4B dual-ticked case,1,1776912496006.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776912496006.jpg,small_size,ANTIQUE,CULASI,Brgy.fe culasi,Bebeth store,YU4UKHKN,"Crackers, Cookies, Buiscuits, Chips/Curls",Bilog,,,,,,,,,,,
2090,1,must,1,"4A flat group: 3+ vendors, one value",1,1776910783168.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776910783168.jpg,medium_size,ANTIQUE,CULASI,Brgy.fe culasi,Aya and adie,EZB7OF6P,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,444,8,8,1,,
2090,1,must,1,4B dual-ticked case,1,1776910783168.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776910783168.jpg,medium_size,ANTIQUE,CULASI,Brgy.fe culasi,Aya and adie,EZB7OF6P,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,
2091,1,must,1,4B dual-ticked case,1,1776835552621.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776835552621.jpg,medium_size,ANTIQUE,CULASI,Public market,Jethrich variety store,F98NT84G,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,
2092,1,must,1,4B dual-ticked case,1,1776912576870.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776912576870.jpg,medium_size,ANTIQUE,CULASI,Brgy.fe culasi,Bebeth store,FOZQNDKI,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,
2093,1,must,1,4B dual-ticked case,1,1776835112777.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776835112777.jpg,medium_size,ANTIQUE,CULASI,Culasi public market,Mateo variety store,H7TY869H,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,
2094,1,must,1,4B dual-ticked case,1,1776834379861.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776834379861.jpg,medium_size,ANTIQUE,CULASI,Culasi public market,Candazo minimart,KEYEJ6MP,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,
2095,1,must,1,4B dual-ticked case,1,1776920629474.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776920629474.jpg,medium_size,ANTIQUE,CULASI,Brgy.esperanza culasi,Lomogdang sari sari store,S3I4N1A9,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,
2096,1,must,1,4B dual-ticked case,1,1776919412817.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776919412817.jpg,medium_size,ANTIQUE,CULASI,culasi roadside,Arzi sari sari store,UXFRSF2W,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,
2097,1,must,1,4B dual-ticked case,1,1776921359991.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1776921359991.jpg,medium_size,ANTIQUE,CULASI,culasi roadside,Olaso store,WP8HATEU,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,,,,,,,,,,,
