"row id; same id space as hh_row in psps_households.dta","household identifier","PSPS item code","acquisition slot: 2 purchased, 3 own production, 4 gift","acquisition route: purchased, own_production, or gift","province","municipality","food item","unit as the household reported it","harmonized market-survey unit; blank where none applies","quantity reported, in the unit named by pull_nsu_unit","implied unit value, PHP per unit; all acquisition modes (A10)","grams (or mL) per unit for this household's row","q_h * cf_h; total grams for this row; missing if not converted","20a conversion path: 1 standard unit, 2 NSU, 3 not an NSU","how this row got its grams, or why it did not","1 = this row has a gram figure","0 matched or standard-unit; 1-3 a borrowed rung; missing if unconverted","1 = the household price ratio was clamped to t=5 (conv_path 2 only)","1 = no computable unit value on this row (e_h or q_h absent)","weighings behind cf_h, at the level used; missing off conv_path 2","1 = fewer than 3 weighings behind the estimate; treat as uncertain","hetero-blind: grams in one unit of this NSU, cell pooled across hetero-groups","hetero-blind: q_h * cf_h_blind -- the no-price-matching counterfactual","hetero-blind: dimension of cf_h_blind (1 = g, 2 = mL)","hetero-blind rung: 1 cell pooled, 2 province, 3 regional (never 0)","hetero-blind: how this row got its grams, or why it did not","hetero-blind: weighings behind cf_h_blind","1 = the hetero-blind ladder produced grams for this row"
13919,H002404,grain_3,2,purchased,ILOILO,LEMERY,"crackers, cookies, buiscuits, chips/curls",bilog,pieces or units,4,8,18,72,NSU via market survey,matched price point,1,the cell's own weighings,1,0,3,0,90,360,1,1,blind: cell pooled,3,1
13920,H002404,veg_3,3,own_production,ILOILO,LEMERY,camote tops,bugkos,bugkos,1,10,170,170,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,218,0,170,170,1,2,blind: province pool,218,1
13921,H002405,fish_1,2,purchased,CAPIZ,DUMARAO,fresh fish,kilograms (kg),,3,200,1000,3000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
13922,H002405,grain_1,3,own_production,CAPIZ,DUMARAO,rice,gantang,,4,130,2250,9000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
13923,H002405,grain_2,4,gift,CAPIZ,DUMARAO,loaf bread,large,large packs,1,95,715.2941176470588,715.2941176470588,NSU via market survey,matched price point,1,the cell's own weighings,0,0,2,1,640,640,1,2,blind: cell pooled,68,1
13924,H002405,meat_3,2,purchased,CAPIZ,DUMARAO,chicken,kilograms (kg),,1,200,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
13925,H002406,bev_3,4,gift,ANTIQUE,SAN REMIGIO,"liquor (e.g, whisky, coconut wine)",glass,glass,3,10,,,NSU via market survey,refused: nothing anywhere,0,,0,0,,,,,,,refused: nothing anywhere,,0
13926,H002406,grain_1,3,own_production,ANTIQUE,SAN REMIGIO,rice,gantang,,7,120,2250,15750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
13927,H002406,grain_2,2,purchased,ANTIQUE,SAN REMIGIO,loaf bread,gagmay nga putos,small packs,1,55,871.1297504715455,871.1297504715455,NSU via market survey,matched price point,1,the cell's own weighings,0,0,2,1,375,375,1,2,blind: cell pooled,32,1
13928,H002406,grain_3,2,purchased,ANTIQUE,SAN REMIGIO,"crackers, cookies, buiscuits, chips/curls",putos,putos,1,60,28.8,28.8,NSU via market survey,matched price point,1,the cell's own weighings,0,0,9,0,30,30,1,1,blind: cell pooled,9,1
13929,H002406,meat_3,2,purchased,ANTIQUE,SAN REMIGIO,chicken,whole (chicken),whole (chicken),1,240,1105,1105,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,65,0,1105,1105,1,2,blind: province pool,65,1
13930,H002406,veg_3,2,purchased,ANTIQUE,SAN REMIGIO,camote tops,bugkos,bugkos,1,10,115,115,NSU via market survey,matched price point,1,the cell's own weighings,0,0,6,0,230,230,1,1,blind: cell pooled,6,1
13931,H002407,fish_1,2,purchased,ILOILO,SARA,fresh fish,kilograms (kg),,2,120,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
13932,H002407,grain_1,4,gift,ILOILO,SARA,rice,gantang,,5,120,2250,11250,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
13933,H002407,grain_2,2,purchased,ILOILO,SARA,loaf bread,tama-tama nga putos,tama-tama nga putos,7,10,450,3150,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,16,0,450,3150,1,2,blind: province pool,16,1
13934,H002407,grain_3,2,purchased,ILOILO,SARA,"crackers, cookies, buiscuits, chips/curls",bilog,pieces or units,14,8,10,140,NSU via market survey,matched price point,1,the cell's own weighings,0,0,7,0,45,630,1,1,blind: cell pooled,16,1
13935,H002407,meat_2,2,purchased,ILOILO,SARA,pork,kilograms (kg),,1,200,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
13936,H002407,meat_3,2,purchased,ILOILO,SARA,chicken,kilograms (kg),,1,170,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
13937,H002407,meat_4,2,purchased,ILOILO,SARA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,putos,1,90,249.1525423728814,249.1525423728814,NSU via market survey,matched price point,1,the cell's own weighings,0,0,2,1,235,235,1,1,blind: cell pooled,5,1
13938,H002407,veg_3,3,own_production,ILOILO,SARA,camote tops,bugkos,bugkos,1,15,178.125,178.125,NSU via market survey,matched price point,1,the cell's own weighings,0,0,6,0,237.5,237.5,1,1,blind: cell pooled,6,1
13939,H002408,bev_1,2,purchased,ILOILO,MAASIN,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,,4,30,18927.1,75708.39999999999,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
13940,H002408,fish_1,2,purchased,ILOILO,MAASIN,fresh fish,kilograms (kg),,1,160,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
13941,H002408,grain_1,2,purchased,ILOILO,MAASIN,rice,gantang,,1,115,2250,2250,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
13942,H002408,grain_2,2,purchased,ILOILO,MAASIN,loaf bread,small,small packs,1,56,385,385,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,123,0,385,385,1,2,blind: province pool,123,1
13943,H002408,meat_3,2,purchased,ILOILO,MAASIN,chicken,whole (chicken),whole (chicken),1,228,1053.36,1053.36,NSU via market survey,matched price point,1,the cell's own weighings,0,0,1,1,1122.5,1122.5,1,1,blind: cell pooled,4,1
13944,H002408,meat_4,2,purchased,ILOILO,MAASIN,"preserved or processed meat (tocino, tapa, longaniza, etc)",lata,cans,4,30,200,800,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,14,0,200,800,1,2,blind: province pool,14,1
13945,H002409,bev_3,2,purchased,ANTIQUE,BUGASONG,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,2,80,375,750,NSU via market survey,matched price point,1,the cell's own weighings,0,0,6,0,375,750,2,1,blind: cell pooled,6,1
13946,H002409,fish_1,2,purchased,ANTIQUE,BUGASONG,fresh fish,kilograms (kg),,2,200,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
13947,H002409,grain_1,3,own_production,ANTIQUE,BUGASONG,rice,gantang,,7,130,2250,15750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
13948,H002409,meat_2,2,purchased,ANTIQUE,BUGASONG,pork,kilograms (kg),,1,380,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
13949,H002409,veg_3,2,purchased,ANTIQUE,BUGASONG,camote tops,bundle,bundle,3,10,610,1830,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,9,0,610,1830,1,2,blind: province pool,9,1
13950,H002410,fish_1,2,purchased,ILOILO,DUMANGAS,fresh fish,kilograms (kg),,2,100,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
13951,H002410,fruit_1,3,own_production,ILOILO,DUMANGAS,mango,bilog,pieces or units,10,20,78,780,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,210,2100,1,1,blind: cell pooled,6,1
13952,H002410,grain_1,4,gift,ILOILO,DUMANGAS,rice,gantang,,5,140,2250,11250,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
13953,H002410,grain_2,2,purchased,ILOILO,DUMANGAS,loaf bread,large,large packs,3,50,457.1428571428572,1371.428571428572,NSU via market survey,matched price point,1,the cell's own weighings,0,0,2,1,640,1920,1,2,blind: cell pooled,188,1
13954,H002410,meat_3,2,purchased,ILOILO,DUMANGAS,chicken,whole (chicken),whole (chicken),1,150,1035,1035,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,180,0,1035,1035,1,2,blind: province pool,180,1
13955,H002410,meat_4,2,purchased,ILOILO,DUMANGAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,putos,5,60,597.3333333333333,2986.666666666666,NSU via market survey,matched price point,1,the cell's own weighings,0,0,1,1,250,1250,1,2,blind: cell pooled,182,1
13956,H002410,sweet_1,4,gift,ILOILO,DUMANGAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",bilog,pieces or units,4,30,45.36585365853659,181.4634146341463,NSU via market survey,matched price point,1,the cell's own weighings,0,0,2,1,54,216,2,1,blind: cell pooled,4,1
13957,H002410,veg_1,2,purchased,ILOILO,DUMANGAS,cabbage,bilog,pieces or units,1,30,527.1428571428572,527.1428571428572,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,705,705,1,1,blind: cell pooled,6,1
13958,H002410,veg_2,2,purchased,ILOILO,DUMANGAS,carrot,bilog,pieces or units,1,20,96.66666666666667,96.66666666666667,NSU via market survey,matched price point,1,the cell's own weighings,0,0,6,0,145,145,1,1,blind: cell pooled,6,1
13959,H002411,bev_1,2,purchased,ILOILO,BAROTAC VIEJO,"mineral or spring water, all drinking water sold in containers",gallons,,20,15,3785.41,75708.2,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
13960,H002411,fish_1,2,purchased,ILOILO,BAROTAC VIEJO,fresh fish,kilograms (kg),,3,200,1000,3000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
13961,H002411,fish_2,2,purchased,ILOILO,BAROTAC VIEJO,"prawns, lobster, shrimp",kilograms (kg),,5,350,1000,5000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
13962,H002411,grain_1,2,purchased,ILOILO,BAROTAC VIEJO,rice,gantang,,14,150,2250,31500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
13963,H002411,grain_2,2,purchased,ILOILO,BAROTAC VIEJO,loaf bread,medium,medium packs,2,70,466.6666666666667,933.3333333333334,NSU via market survey,matched price point,1,the cell's own weighings,0,0,2,1,450,900,1,2,blind: cell pooled,160,1
13964,H002411,meat_2,2,purchased,ILOILO,BAROTAC VIEJO,pork,kilograms (kg),,1,280,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
13965,H002411,meat_3,2,purchased,ILOILO,BAROTAC VIEJO,chicken,kilograms (kg),,2,220,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
13966,H002411,meat_4,2,purchased,ILOILO,BAROTAC VIEJO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,putos,5,64,250,1250,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,182,0,250,1250,1,2,blind: province pool,182,1
13967,H002411,veg_1,2,purchased,ILOILO,BAROTAC VIEJO,cabbage,bilog,pieces or units,2,80,792,1584,NSU via market survey,matched price point,1,the cell's own weighings,0,0,4,0,645,1290,1,1,blind: cell pooled,9,1
13968,H002411,veg_2,2,purchased,ILOILO,BAROTAC VIEJO,carrot,kilograms (kg),,.5,160,1000,500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
13969,H002412,bev_1,2,purchased,NEGROS OCCIDENTAL,HINIGARAN,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,,1,25,18927.1,18927.1,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
13970,H002412,bev_3,2,purchased,NEGROS OCCIDENTAL,HINIGARAN,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,1,80,396.7496120004981,396.7496120004981,NSU via market survey,matched price point,1,the cell's own weighings,0,0,2,1,375,375,2,2,blind: cell pooled,72,1
13971,H002412,fish_1,2,purchased,NEGROS OCCIDENTAL,HINIGARAN,fresh fish,kilograms (kg),,1,160,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
13972,H002412,grain_1,2,purchased,NEGROS OCCIDENTAL,HINIGARAN,rice,kilograms (kg),,12,54,1000,12000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
13973,H002412,grain_2,2,purchased,NEGROS OCCIDENTAL,HINIGARAN,loaf bread,small,small packs,1,30,231,231,NSU via market survey,matched price point,1,the cell's own weighings,0,0,2,1,252.5,252.5,1,2,blind: cell pooled,38,1
13974,H002412,meat_2,2,purchased,NEGROS OCCIDENTAL,HINIGARAN,pork,grams (g),,500,.3,1,500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
13975,H002412,meat_3,2,purchased,NEGROS OCCIDENTAL,HINIGARAN,chicken,kilograms (kg),,1,220,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
13976,H002412,meat_4,2,purchased,NEGROS OCCIDENTAL,HINIGARAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,putos,3,41.66666666666666,183.3549460525731,550.0648381577194,NSU via market survey,matched price point,1,the cell's own weighings,0,0,4,0,237.5,712.5,1,1,blind: cell pooled,4,1
13977,H002412,veg_3,3,own_production,NEGROS OCCIDENTAL,HINIGARAN,camote tops,bugkos,bugkos,2,5,66.875,133.75,NSU via market survey,matched price point,1,the cell's own weighings,0,0,2,1,317.5,635,1,2,blind: cell pooled,74,1
13978,H002413,bev_3,2,purchased,CAPIZ,TAPAZ,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,2,65,348.2142857142857,696.4285714285714,NSU via market survey,matched price point,1,the cell's own weighings,0,0,7,0,375,750,2,1,blind: cell pooled,13,1
13979,H002413,fish_1,2,purchased,CAPIZ,TAPAZ,fresh fish,kilograms (kg),,1,300,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
13980,H002413,fish_2,2,purchased,CAPIZ,TAPAZ,"prawns, lobster, shrimp",grams (g),,250,.72,1,250,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
13981,H002413,grain_1,2,purchased,CAPIZ,TAPAZ,rice,kilograms (kg),,14,57,1000,14000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
